code,time,interval,ma5,ma10,ma20,ma60,expma12,expma50,sar,bollmb,bollup,bolldn,bbi,rsi6,rsi12,rsi24,k,d,j,dif,dea,macd,pdi,mdi,adx,adxr,bias6,bias12,bias24,wr6,wr10,cci,roc,maroc,lb,atr14
605376.SH,2026-07-28 09:36:00,1min,148.046,149.2,150.43,150.345,149.281639,150.118667,151.287163,150.43,154.184938,146.675062,149.109583,46.036405,41.100014,42.799854,48.124516,41.184153,62.005241,-0.805561,-0.486865,-0.637392,19.437679,35.592868,61.459312,77.525176,0.767183,-0.501303,-1.178345,42.215569,42.215569,-38.590157,-1.846235,-2.593521,0.973248,1.067143
