open,high,low,close,volume,thscode,time,thsname_cn,thsname_en,currency
431.99,459.9,425.19,455.0,13577200.0,002916.SZ,20260625,深南电路,NA,CNY
448.0,448.8,420.47,433.5,11199900.0,002916.SZ,20260626,深南电路,NA,CNY
428.4,453.0,403.83,434.16,12901100.0,002916.SZ,20260629,深南电路,NA,CNY
430.46,469.99,425.87,457.9,13545200.0,002916.SZ,20260630,深南电路,NA,CNY
459.0,484.57,440.5,448.02,11264000.0,002916.SZ,20260701,深南电路,NA,CNY
427.2,468.29,406.0,423.1,16106800.0,002916.SZ,20260702,深南电路,NA,CNY
426.28,465.41,415.0,454.48,17644100.0,002916.SZ,20260703,深南电路,NA,CNY
450.0,455.98,426.88,440.2,15209900.0,002916.SZ,20260706,深南电路,NA,CNY
438.69,443.95,396.18,412.1,18338700.0,002916.SZ,20260707,深南电路,NA,CNY
413.79,422.98,397.0,402.33,9314500.0,002916.SZ,20260708,深南电路,NA,CNY
420.0,442.56,407.19,442.56,15499100.0,002916.SZ,20260709,深南电路,NA,CNY
443.0,459.8,425.0,426.0,13074200.0,002916.SZ,20260710,深南电路,NA,CNY
419.99,445.0,389.73,393.59,19124100.0,002916.SZ,20260713,深南电路,NA,CNY
400.0,416.3,378.0,408.99,21935100.0,002916.SZ,20260714,深南电路,NA,CNY
412.0,414.8,374.94,377.23,16158600.0,002916.SZ,20260715,深南电路,NA,CNY
370.02,388.55,357.0,364.0,12247100.0,002916.SZ,20260716,深南电路,NA,CNY
358.0,359.99,327.6,334.0,14199000.0,002916.SZ,20260717,深南电路,NA,CNY
344.02,354.99,314.37,324.36,15163600.0,002916.SZ,20260720,深南电路,NA,CNY
329.54,352.98,295.28,350.0,17257100.0,002916.SZ,20260721,深南电路,NA,CNY
345.0,366.98,334.0,337.98,12545100.0,002916.SZ,20260722,深南电路,NA,CNY
344.06,351.5,334.0,337.47,9123500.0,002916.SZ,20260723,深南电路,NA,CNY
330.0,339.21,323.0,332.81,7006400.0,002916.SZ,20260724,深南电路,NA,CNY
332.48,354.88,331.06,353.44,10010100.0,002916.SZ,20260727,深南电路,NA,CNY
340.1,343.99,318.1,318.1,9423100.0,002916.SZ,20260728,深南电路,NA,CNY
304.73,319.45,288.0,316.01,15513800.0,002916.SZ,20260729,深南电路,NA,CNY
312.7,317.0,284.41,284.5,13925000.0,002916.SZ,20260730,深南电路,NA,CNY
312.0,312.95,304.4,308.0,15017200.0,002916.SZ,20260731,深南电路,NA,CNY
51.1,54.1,49.0,53.53,158712400.0,002436.SZ,20260625,兴森科技,NA,CNY
53.0,54.79,49.92,51.81,142048300.0,002436.SZ,20260626,兴森科技,NA,CNY
52.0,53.88,47.11,49.0,157035700.0,002436.SZ,20260629,兴森科技,NA,CNY
49.0,52.3,48.05,50.95,119076300.0,002436.SZ,20260630,兴森科技,NA,CNY
51.7,53.24,46.82,47.48,156123900.0,002436.SZ,20260701,兴森科技,NA,CNY
45.6,48.33,44.56,45.41,127592600.0,002436.SZ,20260702,兴森科技,NA,CNY
44.4,47.98,44.03,46.37,119578100.0,002436.SZ,20260703,兴森科技,NA,CNY
47.11,47.49,42.01,45.29,128624600.0,002436.SZ,20260706,兴森科技,NA,CNY
45.32,45.62,41.86,42.23,110736300.0,002436.SZ,20260707,兴森科技,NA,CNY
42.7,43.28,40.3,40.41,85546300.0,002436.SZ,20260708,兴森科技,NA,CNY
41.5,44.45,40.94,44.45,114126300.0,002436.SZ,20260709,兴森科技,NA,CNY
45.6,45.97,41.05,41.13,137551800.0,002436.SZ,20260710,兴森科技,NA,CNY
41.13,42.5,38.16,38.5,111536100.0,002436.SZ,20260713,兴森科技,NA,CNY
38.58,41.39,38.05,40.85,119000500.0,002436.SZ,20260714,兴森科技,NA,CNY
41.26,41.87,38.43,38.71,94777200.0,002436.SZ,20260715,兴森科技,NA,CNY
38.02,40.13,36.5,37.84,95628200.0,002436.SZ,20260716,兴森科技,NA,CNY
37.35,37.99,34.06,34.06,95894400.0,002436.SZ,20260717,兴森科技,NA,CNY
34.06,34.44,30.65,30.65,110334100.0,002436.SZ,20260720,兴森科技,NA,CNY
30.56,33.06,27.59,32.68,183537500.0,002436.SZ,20260721,兴森科技,NA,CNY
32.68,35.95,32.2,35.01,232924800.0,002436.SZ,20260722,兴森科技,NA,CNY
35.01,36.28,33.82,34.69,165037900.0,002436.SZ,20260723,兴森科技,NA,CNY
34.5,35.65,33.4,33.8,108963900.0,002436.SZ,20260724,兴森科技,NA,CNY
33.8,36.17,32.76,35.7,129288100.0,002436.SZ,20260727,兴森科技,NA,CNY
34.12,34.79,32.13,32.13,103993200.0,002436.SZ,20260728,兴森科技,NA,CNY
31.66,32.08,29.04,30.77,132233600.0,002436.SZ,20260729,兴森科技,NA,CNY
30.75,31.1,27.69,27.69,124420300.0,002436.SZ,20260730,兴森科技,NA,CNY
29.58,29.98,27.51,27.51,142284100.0,002436.SZ,20260731,兴森科技,NA,CNY
