code,time,interval,ma5,ma10,ma20,ma60,expma12,expma50,sar,bollmb,bollup,bolldn,bbi,rsi6,rsi12,rsi24,k,d,j,dif,dea,macd,pdi,mdi,adx,adxr,bias6,bias12,bias24,wr6,wr10,cci,roc,maroc,lb,atr14
000636.SZ,2026-08-03 10:39:00,1min,52.022,51.651,51.559,51.015333,51.765483,51.172319,51.056496,51.559,52.328153,50.789847,51.845729,81.599015,70.224893,61.819652,80.981769,73.535957,95.873394,0.282127,0.186956,0.190342,48.858498,8.011504,46.591325,29.679503,0.953114,1.623298,1.808296,25.903614,22.751323,203.793754,1.904762,0.837522,1.640434,0.312857
