code,time,interval,ma5,ma10,ma20,ma60,expma12,expma50,sar,bollmb,bollup,bolldn,bbi,rsi6,rsi12,rsi24,k,d,j,dif,dea,macd,pdi,mdi,adx,adxr,bias6,bias12,bias24,wr6,wr10,cci,roc,maroc,lb,atr14
600673.SH,2026-08-03 14:23:00,1min,28.808,28.8,28.7775,28.810333,28.797901,28.798089,28.703937,28.7775,28.855954,28.699046,28.799271,67.663276,56.59624,52.569057,73.947246,69.516972,82.807795,0.000393,-0.008693,0.018171,24.971483,13.371568,20.332945,21.172168,0.092582,0.136039,0.163581,11.111111,18.181818,92.361111,0.348068,0.238037,0.946753,0.047143
