ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
002916.SZ,202608031043,303.56,305.43,305.67,303.56,19100,5822311.0,-0.83,0.62
002436.SZ,202608031043,26.85,26.96,26.96,26.85,241588,6495107.32,-2.0,0.6
