code,time,interval,ma5,ma10,ma20,ma60,expma12,expma50,sar,bollmb,bollup,bolldn,bbi,rsi6,rsi12,rsi24,k,d,j,dif,dea,macd,pdi,mdi,adx,adxr,bias6,bias12,bias24,wr6,wr10,cci,roc,maroc,lb,atr14
000960.SZ,2026-07-28 09:57:00,1min,31.568,31.577,31.708,32.163,31.631587,31.950839,31.4636,31.708,32.024708,31.391292,31.632396,45.065881,38.054676,37.092503,54.503343,39.841031,83.827967,-0.148552,-0.164179,0.031254,15.56693,34.179429,38.944594,45.364676,0.068612,0.015825,-0.492029,22.222222,39.130435,-44.002718,-0.37831,-0.717241,1.020691,0.098571
