code,time,interval,ma5,ma10,ma20,ma60,expma12,expma50,sar,bollmb,bollup,bolldn,bbi,rsi6,rsi12,rsi24,k,d,j,dif,dea,macd,pdi,mdi,adx,adxr,bias6,bias12,bias24,wr6,wr10,cci,roc,maroc,lb,atr14
601899.SH,2026-07-28 09:37:00,1min,31.384,31.444,31.592,31.6505,31.47325,31.590064,31.074744,31.592,32.032709,31.151291,31.469583,49.535631,44.14935,44.410442,49.835026,44.288614,60.92785,-0.085642,-0.062818,-0.045648,20.906632,33.395236,37.908023,46.138697,0.409596,-0.105843,-0.474533,10.416667,41.891892,-20.948181,-0.85093,-1.286473,0.575929,0.122857
